id,name,viaf,bmID,dbpediaID,wikipediaEntry,nomismaID,period,alt_name,date_1,date_2,mint,bio,RRC,appear,valid,created,createdBy,updated,updatedBy
107,"Fabius Pictor, N.",,175473,,,n_fabi_pictor_rrc,21,,126 BC,,Rome,"Republican moneyer, presumably the grandson of the Q. Fabius Pictor who was Praetor in 189 and Flamen Quirinalis; he is also presumably the son of the Numerius Fabius Pictor whose name should be restored in Cicero, Brutus 81.",268,N·FABI PICTOR,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
108,"Caecilius Metellus Caprarius, C.",,175538,,,c_metellvs_rrc,21,,125 BC,,Rome,"Republican moneyer, presumably the C. Caecilius Metellus Caprarius who was Consul in 113 BC.",269,C·METELLVS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
109,"Porcius Laeca, M.",,163941,,,m_porc_laeca_rrc,21,,125 BC,,Rome,"Republican moneyer, known only from his coins.",270,M·PORC LAECA,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
110,"Acilius Balbus, Mn.",,175541,,,mn_acili_balbvs_rrc,21,,125 BC,,Rome,"Republican moneyer, presumably the Mn. Acilius Balbus who was Consul in 114 BC. ",271,MN·ACILI BALBVS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
111,"Fabius Labeo, Q.",,175542,,,q_fabi_labeo_rrc,21,,124 BC,,Rome,"Republican moneyer, presumably the grandson of the Q. Fabius Labeo who was Consul in 183 BC and the son of the Q. Fabius Labeo mentioned in Cicero, Brutus 81. ",272,Q·FABI LABEO,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
112,"Porcius Cato, C.",,175543,,,c_cato_rrc,21,,123 BC,,Rome,"Republican moneyer, presumably the C. Porcius Cato who was Consul in 114 BC.",274,C·CATO,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
113,"Fannius C.f., M.",,175607,,,m_fan_c_f_rrc,21,,123 BC,,Rome,"Republican moneyer, probably the son of the C. Fannius who was Consul in 122.",275,M·FAN·C·F,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
114,"Papirius Carbo, M.",,175618,,,m_carbo_rrc,21,,122 BC,,Rome,"Republican moneyer who may be identified with the Praetor of Sicily mentioned by Cicero in fam. Ix, 21,3.",276,M·CARBO,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
115,"Minucius Rufus, Q.",,175620,,,q_minv_rvf_rrc,21,,122 BC,,Rome,"Republican moneyer, presumably the Q. Minucius Rufus who was Legate in 110 BC and elder brother of the Consul of 110 BC.",277,Q·MINV RVF,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
116,"Plautius, C.",,175621,,,c_plvti_rrc,21,,121 BC,,Rome,"Republican moneyer, probably the son of the C. Plautius who was Praetor in 146.",278,C·PLVTI,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
117,"Papirius Carbo, Cn.",,175622,,,carbo_rrc,21,,121 BC,,Rome,"Republican moneyer, presumably the Cn. Papirius Carbo who was Consul in 113 BC.",279,CARBO,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
118,"Tullius, M.",,94518,,,m_tvlli_rrc,21,,120 BC,,Rome,"Republican moneyer, known only from his coins. He may be the father of M. Tullius Decula (Consul, 81 BC). ",280,M·TVLLI,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
119,"Furius Philus, M.",,94487,,,m_fovri_l_f_phili_rrc,21,,119 BC,,Rome,"Republican moneyer, presumably the son of L. Furius Philus, who was Consul in 136 BC.",281,M·FOVRI·L·F PHILI,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
120,"Aurelius Scaurus, M.",,175632,,,m_avreli_scavri_rrc,21,,118 BC,,Narbo,"Republican moneyer, presumably the late second-century Quaestor in Cicero's div. in Caec. and in Verr. (63 and 85 BC). He was the son of the M. Aurelius Scaurus who was Consul in 108 BC and father of M. Aurelius M.f. Vol. He issued coins in Narbo jointly with the other monetary magistrates, L. Licinius Crassus (q.v.), Cn. Domitius Ahenobarbus (q.v.), L. Cosconius (q.v.), C. Malleolus (q.v.), L. Pomponius (q.v.) and L. Porcius Licinus (q.v.).",282,M·AVRELI SCAVRI,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
121,"Cosconius, L.",,175634,,,l_cosco_m_f_rrc,21,,118 BC,,Narbo,"Republican moneyer, presumably the son of the M. Cosconius who was Praetor in 135 BC. He issued coins in Narbo jointly with the other monetary magistrates, L. Licinius Crassus (q.v.), Cn. Domitius Ahenobarbus (q.v.), M. Aurelius Scaurus (q.v.), C. Malleolus (q.v.), L. Pomponius (q.v.) and L. Porcius Licinus (q.v.).",282,L·COSCO·M·F,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
122,"Licinius Crassus, L.",,175636,,,l_lic_rrc,21,,118 BC,,Narbo,"Republican moneyer and Consul in 95 BC. He issued coins in Narbo in 118 BC as a senior monetary magistrate, jointly with the other monetary magistrates Cn. Domitius Ahenobarbus (q.v.), M. Aurelius Scaurus (q.v.), L. Cosconius (q.v.), C. Malleolus (q.v.), L. Pomponius (q.v.) and L. Porcius Licinus (q.v.).",282,L·LIC,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
123,"Pomponius, L.",,175637,,,l_pomponi_cnf_rrc,21,,118 BC,,Narbo,"Republican moneyer, possibly the father of the Cn. Pomponius who was Tribune of the Plebs in 90 BC. He issued coins in Narbo jointly with the other monetary magistrates L. Licinius Crassus (q.v.), Cn. Domitius Ahenobarbus (q.v.), M. Aurelius Scaurus (q.v.), L. Cosconius (q.v.), C. Malleolus (q.v.) and L. Porcius Licinus (q.v.).",282,L·POMPONI·CNF,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
124,"Porcius Licinus, L.",,175638,,,l_porci_lici_rrc,21,,118 BC,,Narbo,"Republican moneyer, probably the grandson or great-grandson of L. Porcius Licinus who was Consul in 184 BC. He issued coins in Narbo jointly with the other monetary magistrates L. Licinius Crassus (q.v.), Cn. Domitius Ahenobarbus (q.v.), M. Aurelius Scaurus (q.v.), L. Cosconius (q.v.), C. Malleolus (q.v.) and L. Pomponius (q.v.).",282,L·PORCI·LICI,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
125,"Malleolus, C.",,175640,,,c_malle_c_f_rrc,21,,118 BC,,Narbo,"Republican moneyer, presumably the father of the C. Publicius Malleolus who was Quaestor in 80 BC and issued coins in the late 90s BC. He issued coins in Narbo jointly with the other monetary magistrates L. Licinius Crassus (q.v.), Cn. Domitius Ahenobarbus (q.v.), M. Aurelius Scaurus (q.v.), L. Cosconius (q.v.), L. Porcius Licinus (q.v.) and L. Pomponius (q.v.).",282,C·MALLE·C·F,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
126,"Marcius, Q.",,175674,,,q_mar_rrc,21,,118 BC,117 BC,Rome,"Republican moneyer, known only from his coins. He issued coins (marked Q·MAR) jointly with two other moneyers known only by their initials C F and L R.",283,Q·MAR,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
127,"Caecilius Metellus, Q.",,175675,,,q_met_rrc,21,,117 BC,116 BC,Rome,"Republican moneyer, identified with the mint in Rome in 117 to 116 BC and probably the Q. Caecilius Metellus Nepos who was Consul in 98 BC. Alternatively, the moneyer may be Q. Caecilius Metellus Numidicus, Consul in 109 BC. His coins are marked Q·MET and issued jointly with M. Calidius (q.v.) and Cn. Fulvius (q.v.).",284,Q·MET,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
128,"Calidius, M.",,94475,,,m_calid_rrc,21,,117 BC,116 BC,Rome,"Republican moneyer, may be the father of the Q. Calidius who was Praetor in 79 BC. He issued coins jointly with Q. Caecilius Metellus (q.v.) and Cn. Fulvius (q.v.).",284,M·CALID,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
129,"Fulvius, Cn.",,88869,,,cnfovl_rrc,21,,117 BC,116 BC,Rome,"Republican moneyer, known only from his coins. These were issued jointly with Q. Caecilius Metellus (q.v.) and M. Calidius (q.v.).",284,CNFOVL,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
130,"Curtius, Q.",,175676,,,q_cvrti_rrc,21,,116 BC,115 BC,Rome,"Republican moneyer, known only from his coins. These were issued jointly with Cn. Domitius Ahenobarbus (q.v.) and M. Silanus (q.v.).",285,Q·CVRTI,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
131,"Silanus, M.",,94516,,,m_sila_rrc,21,,116 BC,115 BC,Rome,"Republican moneyer, difficult to identify, though his family is known. He issued coins jointly with Cn. Domitius Ahenobarbus (q.v.) and Q. Curtius (q.v.).",285,M·SILA,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
132,"Sergius Silus, M.",,175695,,,m_sergi_silvs_q_rrc,21,,116 BC,115 BC,Rome,"Republican moneyer, not known to have progressed beyond the quaestorship. He is not the father of Cataline (Lucius Sergius Silus, q.v.), but belongs to another branch of the family.",286,M·SERGI SILVS Q,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
133,Cetegus,,175696,,,cetegvs_rrc,21,,115 BC,114 BC,Rome,"Republican moneyer, possibly the father of the notorius political boss of the 70s BC, P. Cethegus.",288,CETEGVS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
134,"Cipius, M.",,94478,,,m_cipi_m_f_rrc,21,,115 BC,114 BC,Rome,"Republican moneyer, known only from his coins. Some speculate that he may be identified with a certain M. Cipius in Cicero's fam. Vii, 24, 1.",289,M·CIPI M·F,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
135,"Fonteius, C.",,175698,,,c_font_rrc,21,,114 BC,113 BC,Rome,"Republican moneyer, a brother or cousin of the moneyer Mn. Fonteius (q.v.); either may be identified with the Fonteius who was Legate in 91.",290,C·FONT,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
136,"Aemilius Lepidus, Mn.",,175737,,,mn_aemilio_l_e_p_rrc,21,,114 BC,113 BC,Rome,"Republican moneyer, probably the Mn. Aemilius Lepidus attested by the filiation of Mn. Aemilius Mn.f. Lepidus (Consul, 66 BC).  He may be the son of M. Aemilius Lepidus (Consul, 126 BC)",291,MN·AEMILIO L E P,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
137,"Licinius Nerva, P.",,175738,,,p_nerva_rrc,21,,113 BC,112 BC,Rome,"Republican moneyer, presumably the P. Licinius Nerva who was Praetor in 104 BC.",292,P·NERVA,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
138,"Marcius Philippus, L.",,93819,,,l_philippvs_rrc,21,,113 BC,112 BC,Rome,"Republican moneyer, presumably the L. Marcius Philippus who was Consul in  91 BC.",293,L·PHILIPPVS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
139,"Didius, T.",,175742,,,t_deidi_rrc,21,,113 BC,112 BC,Rome,"Republican moneyer, presumably the T. Didius who was Consul in 98 BC.",294,T·DEIDI,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
140,"Manlius Torquatus, L.",,93831,,,l_torqva_q_rrc,21,,113 BC,112 BC,Rome,"Republican moneyer, not known to have progressed beyond the quaestorship, which office he held while issuing coins.",295,L·TORQVA Q,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
141,"Cornelius Blasio, Cn.",,175788,,,cn_blasio_cn_f_rrc,21,,112 BC,111 BC,Rome,"Republican moneyer, a descendant of the Cn. Cornelius Blasio who was Praetor in 194 BC.",296,CN·BLASIO·CN·F,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
142,"Q[uinctius?], Ti.",,175790,,,ti_q_rrc,21,,112 BC,111 BC,Rome,"Republican moneyer, known only from his coins.",297,TI Q,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
143,"Caesius, L.",,175791,,,l_caesi_rrc,21,,112 BC,111 BC,Rome,"Republican moneyer, known only from his coins.",298,L·CAESI,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
144,"Claudius Pulcher, Appius",,175812,,,ap_cl_rrc,21,,111BC,110 BC,Rome,"Republican moneyer, presumably the Appius Claudius Pulcher who was Praetor in 89 BC and Consul in 79 BC.  He issued coins jointly with T. Manlius Mancinus (q.v.) and Q. Urbinus (q.v.).",299,AP·CL,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
145,"Manlius Mancinus, T.",,175810,,,t_manl_rrc,21,,11 BC,110 BC,Rome,"Republican moneyer, may be the T. Manlius Mancinus who was Tribune of the Plebs in 107 BC.  He issued coins jointly with Appius Claudius Pulcher (q.v.) and Q. Urbinus (q.v.).",299,T·MANL,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
146,"Urbinus, Q.",,175813,,,q_vr_rrc,21,,111 BC,110 BC,Rome,"Republican moneyer, known only from his coins.  He issued coins jointly with Appius Claudius Pulcher (q.v.) and T. Manlius Mancinus (q.v.).",299,Q·VR,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
147,"Claudius Pulcher, C.",,88128,,,c_pvlcher_rrc,21,,110 BC,109 BC,Rome,"Republican moneyer, presumably the C. Claudius Pulcher who was Consul in 92 BC.",300,C.PVLCHER,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
148,"Porcius Laeca, P.",,175830,,,p_laeca_rrc,21,,110 BC,109 BC,Rome,"Republican moneyer, possibly the P. Porcius Laeca who was Tribune of the Plebs in the 90s BC.",301,P·LAECA,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
149,"Flaminius Chilo, L.",,175831,,,l_flamini_cilo_rrc,21,,109 BC,108 BC,Rome,"Republican moneyer, known only from his coins.",302,L·FLAMINI CILO,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
150,"Aquillius, Mn",,94530,,,mn_aqvil_rrc,21,,109 BC,108 BC,Rome,"Republican moneyer, presumably the Mn. Aquillius who was Consul in 101 BC. If the identification is correct, he was a supporter of Gaius Marius (who ran for Consul with him in 101 BC). He was given a triumph in 100 BC for his handling of an insurgency in Sicily; he was subsequently accused of maladministration in Sicily but was acquitted because of his former bravery. He died when captured during the Mithridatic war; Mithridates tortured him and poured molten gold down Aquillius' throat.",303,MN·AQVIL,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
151,"Memmius, L.",,175832,,,l_memmi_rrc,21,,109 BC,108 BC,Rome,Republican moneyer and the brother of the C. Memmius who was Tribune of the Plebs in 111 BC. He may be identified with the L. Memmius who visited Egypt as a senator in 112 BC. ,304,L·MEMMI,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
152,"Lutatius Cerco, Q.",,175833,,,q_lvtati_cerco_q_rrc,21,,109 BC,108 BC,Rome,"Republican moneyer, not known to have progressed beyond the quaestorship, which office he held while issuing coins.",305,Q·LVTATI CERCO Q,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
153,"Valerius Flaccus, L.",,175834,,,l_valeri_flacci_rrc,21,,108 BC,107 BC,Rome,"Republican moneyer, probably the L. Valerius Flaccus who was Consul in 100 BC. ",306, L·VALERI FLACCI,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
154,"Fonteius, Mn.",,176857,,,mn_fontei_rrc,21,,108 BC,107 BC,Rome,"Republican moneyer, a brother of cousin of the moneyer C. Fonteius (q.v.).",307,MN·FONTEI,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
155,"Herennius, M",,94493,,,m_herenni_rrc,21,,108 BC,107 BC,Rome,"Republican moneyer, presumably the M. Herennius who was Consul in 93 BC.",308,M·HERENNI,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
156,"Manlius, A.",,175889,,,a_manli_q_f_ser_rrc,21,,118 BC,107 BC,Rome,"Republican moneyer, possibly the A. Manlius who was Legate from 107-105 BC. It is not known if the SER relates to the cognomen Sergianus. ",309,A·MANLI·Q·F SER,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
157,"Cornelius Sisenna, Cn.",,175890,,,cn_cornel_l_f_sisena_rrc,21,,118 BC,107 BC,Rome,"Republican moneyer, known only from his coins. He is to be distinguished from the Cn. Cornelius Sisenna who was Praetor around 119 BC.",310,CN·CORNEL·L·F SISENA,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
158,"Cornelius Scipio Asiaticus, L.",,175891,,,l_scip_asiag_rrc,21,,106 BC,,Rome,"Republican moneyer, presumably the L. Cornelius Scipio Asiaticus who was Consul in 83 BC.",311,L·SCIP·ASIAG,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
159,"Sulpicius, C",,175907,,,c_svlpici_c_f_rrc,21,,106 BC,,Rome,"Republican moneyer, a son of the C. Sulpicius Galba who was IIIVIR ADA around 120 BC and was exiled in 109. The moneyer is also a brother of the Ser. Sulpicius C.f. Galba who was on the consilium of Pompeius Strabo at Asculum. ",312,C·SVLPICI·C·F,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
160,"Aurelius Cotta, L.",,175980,,,l_cot_rrc,21,,105 BC,,Rome,"Republican moneyer, presumably the L. Aurelius Cotta who was Tribune of the Plebs in 103 BC and Praetor in (possibly) 95 BC. ",314,L·COT,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
161,"Hostilius Tubulus, L.",,175981,,,l_h_tvb_rrc,21,,105 BC,,Rome,"Republican moneyer, likely to have been a descendant of the L. Hostilius Tubulus who was Praetor in 142 BC.",315,L·H·TVB,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
162,"Thorius Balbus, L.",,176022,,,l_thorivs_balbvs_rrc,21,,105 BC,,Rome,"Republican moneyer, Legate in 79 BC",316,L·THORIVS BALBVS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
163,"Appuleius Saturninus, L.",,176023,,,l_satvrn_rrc,21,,104 BC,,Rome,"Republican moneyer, presumably the L. Appuleius Saturninus who was Tribune of the Plebs in 103 and 100 BC",317,L·SATVRN,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
164,"Coelius Caldus, C.",,176049,,,c_coil_cald_rrc,21,,104 BC,,Rome,"Republican moneyer, presumably the C. Coelius Caldus who was Consul in 94 BC and the father of the C. Coelius Caldus (q.v.) who issued coins in 51 BC.",318,C·COIL CALD,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
165,"Minucius Thermus, Q.",,176161,,,q_therm_mf_rrc,21,,103 BC,,Rome,"Republican moneyer, presumably the Q. Minucius M.f. Ter. on the consilium of Pompeius Strabo at Asculum, perhaps as legate.",319,Q·THERM·MF,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
166,"Iulius Caesar, L.",,176162,,,l_ivli_l_f_caesar_rrc,21,,103 BC,,Rome,"Republican moneyer, presumably the L. Julius Caesar who was Consul in 90 BC.",320,L·IVLI·L·F CAESAR,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
167,"Cassius Caecianus, L.",,176172,,,l_cassi_caeician_rrc,21,,102 BC,,Rome,"Republican moneyer, known only from his coins.",321,L·CASSI CAEICIAN,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
168,"Fabius, C",,176176,,,c_fabi_c_f_rrc,21,,102 BC,,Rome,"Republican moneyer, possibly C. Fabius Hadrianus who was Praetor in 84 BC.",322,C·FABI·C·F,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
169,"Iulius, L.",,176184,,,l_ivli_ii_rrc,21,,101 BC,,Rome,"Republican moneyer, known only from his coins. He is probably not from the branch of Iulii Caesares but a different branch of the Julian family. Not to be confused with the moneyer of RRC 224 with the same name and signature.",323,L·IVLI,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
170,"Lucilius Rufus, M.",,176187,,,m_lvcili_rvf_rrc,21,,101 BC,,Rome,"Republican moneyer, presumably the son of Mn. Lucilius M.f. and perhaps the father of M. Lucilius (Tribune of the Plebs ca. 64 BC). ",324,M·LVCILI RVF,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
171,"Sentius, L.",,176188,,,l_senti_c_f_rrc,21,,101 BC,,Rome,"Republican moneyer, the brother of C. Sentius C.f. who was Praetor in 94 BC. The moneyer was himself a praetor between 93 and 89 BC.",325,L·SENTI·C·F,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
172,"Fundanius, C.",,176194,,,c_fvndan_q_rrc,21,,101 BC,,Rome,Republican moneyer who issued coins while Quaestor in 101 BC; he is not known to have progressed past this office.  He may be the father of the C. Fundanius who was Tribune of the Plebs in 68 BC.,326,C·FVNDAN Q,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
173,"Servilius, M.",,176196,,,m_serveili_c_f_rrc,21,,100 BC,,Rome,"Republican moneyer, probably the brother of P. Servilius C.f. M.n. Vatia Isauricus, who was Consul in 79 BC.",327,M·SERVEILI·C·F,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
174,"Servilius Rullus, P.",,176197,,,p_servili_m_f_rvlli_rrc,21,,100 BC,,Rome,"Republican moneyer, the father of the P. Servilius Rullus who was Tribune of the Plebs in 63 BC.",328,P·SERVILI·M·F RVLLI,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
175,"Cornelius Lentulus Marcellinus, P.",,176198,,,lent_mar_f_rrc,21,,100 BC,,Rome,"The moneyer is a son of M. Claudius Marcellus, and father of the moneyer Cn. Lentulus who was Consul in 56 BC.",329,LENT·MAR·F,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
176,"Calpurnius Piso (Caesoninus), L.",,176215,,,piso_q_rrc,21,,100 BC,,Rome,"Republican moneyer, probably the L. Calpurnius Piso Caesoninus who was Praetor in 90 BC and was an owner of an arms factory during the Social War. He also would have been author of a Lex Calpurnia offering citizenship to certain categories of allies during the war. He was the father of the L. Calpurnius Piso Caesoninus who was Consul in 58 BC. He issued coins jointly with Q. Servilius Caepio (q.v.).",330,PISO·CAEPIO·Q,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
177,"Servilius Caepio, Q.",,176216,,,caepio_q_rrc,21,,100 BC,,Rome,"Republican moneyer, probably the Q. Servilius Caepio who was Praetor in circa 91 BC. He issued coins as Quaestor Urbanus jointly with L. Calpurnius Piso (Caesoninus) (q.v.)",330,PISO·CAEPIO·Q,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
178,"Sabinus, P.",,176217,,,p_sabin_q_rrc,21,,99 BC,,Rome,"Republican moneyer (possibly P. Vettius Sabinus) who issued coins while Quaestor, beyond which office he is not known to have progressed. ",331,P·SABIN Q,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
179,"Cloelius, T.",,176229,,,t_clovli_q_rrc,21,,98 BC,,Rome,"Republican moneyer, probably the son of T. Cloelius (q.v.) who issued coins in 128 BC. He was a partisan of Marius' and was legate in 83 BC.",332,T·CLOVLI Q,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
180,"Egnatuleius, C.",,176241,,,c_egnatvlei_c_f_q_rrc,21,,97 BC,,Rome,Republican moneyer who produced coins while Quaestor in 97 BC. He is not known to have progressed past the quaestorship.,333,C·EGNATVLEI·C·F·Q,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
181,"Pomponius Molo, L.",,176242,,,l_pompon_molo_rrc,21,,97 BC?,,Rome,"Republican moneyer, known only from his coins.",334,L·POMPON·MOLO,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
182,"Caecilius Metellus, L.",,93816,,,l_metel_rrc,21,,late 90s BC,,Rome,"Republican moneyer, presumably the L. Metellus who was Praetor in 71 BC. He issued coins jointly with A. Postumius Albinus (q.v.) and C. Publicius Malleolus (q.v.)",335,L·METEL,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
183,"Postumius Albinus, A.",,101576,,,a_albinvs_s_f_rrc,21,,late 90s BC,,Rome,"Republican moneyer, possibly killed in the Battle of the Colline Gate in 82 BC. He was probably the son of Sp. Postumius Albinus, Consul in 110 BC. He issued coins jointly with L. Caecilius Metellus (q.v.) and C. Publicius Malleolus (q.v.).",335,A·ALBINVS·S·F,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
184,"Publicius Malleolus, C.",,88146,,,c_mall_rrc,21,,late 90s BC,,Rome,"Republican moneyer, was Quaestor in 80 BC. He issued coins jointly with L. Caecilius Metellus (q.v.) and A. Postumius Albinus (q.v.).",335,C·MALL,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
185,"Allius Bala, C.",,176267,,,c_alli_bala_rrc,21,,92 BC,,Rome,"Republican moneyer, known only from his coins.",336,C·ALLI BALA,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
186,"Iunius Silanus, D.",,176274,,,d_silanvs_l_f_rrc,21,,91 BC,,Rome,"Republican moneyer, descended from the D. Iunius Silanus who was Praetor in 141 and born a Manlius Torquatus. ",337,D·SILANVS·L·F,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
187,"Calpurnius Piso Frugi, L.",,59798,,,l_piso_frvgi_rrc,21,,90 BC,,Rome,Republican moneyer who was Praetor in 74 BC.,340,L·PISO FRVGI,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
188,"Titius, Q.",,176741,,,q_titi_rrc,21,,90 BC,,Rome,"Republican moneyer, known only from his coins.",341,Q·TITI,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
189,"Vibius Pansa, C.",,176752,,,c_vibivs_c_f_pansa_rrc,21,,90 BC,,Rome,"Republican moneyer, probably the adoptive father of the C. Vibius Pansa Caetronianus who issued coins in 48 BC. He was also proscribed by Sulla (Dio xlv, 17, 1). ",342,C·VIBIVS·C·F PANSA,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
190,"Porcius Cato, M.",,176765,,,m_cato_rrc,21,,89 BC,,Rome,Republican moneyer whose identity is uncertain (he may possibly have been a wine-merchant). He is likely not to have been related to the brance of the Cato Uticenses.,343,M·CATO,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
191,"Titurius Sabinus, L.",,176771,,,l_titvri_l_f_sabinvs_rrc,21,,89 BC,,Rome,"Republican moneyer, was Legate in 75 BC. ",344,L·TITVRI·L·F SABINVS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
192,"Cornelius Lentulus Clodianus, Cn.",,176794,,,cn_lentvl_rrc,21,,88 BC,,Rome,"Republican moneyer, was Consul in 72 BC.",345,CN·LENTVL,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
193,"Marcius Censorinus, C.",,176795,,,c_censorin_rrc,21,,88 BC,,Rome,Republican moneyer who was a partisan of Marius and died as legate in 82 BC during the final struggle against Sulla.,346,C·CENSORI[N],1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
194,"Fonteius, M.",,,,,,21,,87 BC,,Rome,"Republican moneyer, was praetor in 75 BC and was a client of Cicero. He seems to have been a moneyer sometime before his quaestorship in 84. None of his coins survive.",347,,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
195,"Rubrius Dossenus, L.",,176809,,,l_rvbri_dosseni_rrc,21,,87 BC,,Rome,"Republican moneyer, known only from his coins.",348,L·RVBRI DOSSENI,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
196,"Memmius Gal., C.",,176811,,,c_memies_l_f_gal_rrc,21,,87 BC,,Rome," Republican moneyer, known only from his coins. These are issued jointly with his brother L. Memmius Gal. (q.v.).  He may be the son of L. Memmius Gal. (q.v.) who issued coins in 106 BC.",349,L·C·MEMIES·L·F GAL,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
